[kW],Annual,January,February,March,April,May,June,July,August,September,October,November,December
1045,38.36915345258198,0.0,0.0,0.0,0.0,24.96616494858655,37.68336722211444,38.36915345258198,35.831451328813394,27.316536064442804,17.618610245411826,0.0,0.0
1058x1060,5005.770568751242,1636.221470267064,1081.1918144086617,914.9238220449208,2119.43699881189,3039.3225135413472,3782.0524468207946,5005.770568751242,3950.685522466533,3358.623410162883,2330.316264680661,2004.6703800721075,1742.4157611260025
1065,276.3753677308858,129.25956774366367,83.56510367974136,80.92717126075058,143.78094463829467,187.21700327829265,223.71431200694465,276.3753677308858,216.2873057451888,189.77785801411548,144.20267386292832,159.12555808052537,125.18529416419364
1345,99.93429347313212,0.0,2.8069611405387,0.0,0.0,53.14403679565505,83.83941817192837,99.93429347313212,90.48597625772902,79.87270166364706,26.655778100676937,0.0,0.0
1349,142.98115377378784,2.26500538371498,0.0,1.172632909181388,6.286461700597455,66.36124756824306,128.98583939355396,142.98115377378784,121.41610753597008,71.37510689766135,48.346756963807486,2.5126562728045907,18.644124423895608
1359,345.4574868220608,56.65268327050868,49.50731827690641,52.508365712798586,90.26382841042371,264.7293107965612,333.9456564234431,345.4574868220608,310.4530819643497,248.3771191234128,186.3873191678424,71.06122781525505,118.71428563055112
1380,728.8676731507658,207.16283202750648,188.0203109952634,263.9931163474439,389.1924779214933,594.4682255310594,710.4481583709002,728.8676731507658,647.2972109601535,610.2207938591067,373.4604245661523,172.82926677729122,258.15631354146456
1500,2609.7184700988414,740.3091665001047,668.6708818097254,730.1864928247418,1041.9261566488146,1965.5952184873904,2301.240686935069,2609.7184700988414,2292.5628534803063,1820.0297642946864,1516.7393385152202,883.8641533675914,1182.1372029651757
1560,322.03818012263264,24.07974228505144,17.497982205898815,70.24326654635124,107.64323407408015,255.92223301374915,317.6977980400581,322.03818012263264,295.77315363780286,214.7050152074562,133.72919415428782,50.124525884327205,78.02811254631256
1569,93.36100314699682,10.335970777300592,11.112257344506764,4.117530864776437,23.532168356416587,64.2145022100487,83.98829825956832,93.36100314699682,82.77234652016242,73.90870602688868,45.06699897014837,9.343720161704876,33.43823322710485
1631,219.4375263397596,55.71573515990836,45.799383495763074,66.24753600524245,101.83456608781228,167.48482331626292,209.3758114404383,219.4375263397596,191.3797843114384,174.46665467029214,107.81409448961972,46.12322699348386,63.3980062963382
1657,218.6664564370416,44.76220508994057,41.62517269210953,59.3166990119403,96.97955126134843,164.42193789121322,206.5456244200857,218.6664564370416,188.6038154332381,171.0599969168927,101.08576958403256,37.85510685076999,57.43518294373447
1676,118.63017424245533,0.0,0.0,0.0,0.0,58.81671981998405,88.23079461522997,118.63017424245533,86.11482171609505,56.818561478391,29.107874174052544,0.0,0.0
1690,219.858669422316,52.0139548705769,49.283705074407806,74.61530030110119,107.52600565861562,170.1872313637592,212.83346355456484,219.858669422316,190.1260264080452,172.75072373893,104.09267844069797,41.61110528225379,60.83539313428339
1691,238.30602595085435,53.48487841361819,52.13118328604144,87.85918053820738,120.98705153536989,188.2090487441613,235.627063586451,238.30602595085435,207.7290452742002,186.31170683986772,113.20836002722044,43.46038353620688,63.09291934509174
1692,165.96437076768785,51.17196177650285,40.29844010008962,45.37941269736137,75.97661527568313,124.9657839562363,155.26669171447145,165.96437076768785,140.71102550831708,126.90650037425172,79.06587709421238,40.4373557724151,57.59373437565025
1800,313.1170977057813,69.91766462239848,61.47956327726103,90.02732008222401,143.56583049591725,233.44133978011467,296.4296327644043,313.1170977057813,272.12759609652824,250.9872097937308,149.37625690841705,60.119420586833726,91.43728484922374
all,9900.745045194484,2177.9106496740173,1783.6381662896797,2181.638656890599,3506.7684785685938,6814.181150725848,8342.372327998073,9900.745045194484,8193.10040437942,6618.286958749078,4889.955634906169,2842.7974744310177,3595.319860662305
